rank of the week,name,weekly sales,total sales,week after release
70,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,5
71,"Tekken 7 (PS4)Namco Bandai Games, Fighting",Pro,N/A,52
72,"The Witcher 3: Wild Hunt (XOne)Namco Bandai Games, Role-Playing",Pro,N/A,158
73,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,17
74,"Jikkyou Powerful Pro Baseball 2018 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,5
75,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,78
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","147,424","3,758,459",5
2,"Hyrule Warriors (NS)Nintendo, Action","115,848","162,210",9
3,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","82,295","540,602",3
4,"Far Cry 5 (PS4)Ubisoft, Action","62,548","3,128,292",8
5,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","58,783","8,230,160",56
6,"Super Mario Odyssey (NS)Nintendo, Platform","40,748","9,329,255",30
7,"FIFA 18 (PS4)Electronic Arts, Sports","38,821","11,214,586",34
8,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","36,522","7,330,265",64
9,"Splatoon 2 (NS)Nintendo, Shooter","31,856","5,332,349",44
10,"Far Cry 5 (XOne)Ubisoft, Action","28,419","1,353,383",8
11,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","28,312","455,958",5
12,"Shin Megami Tensei: Strange Journey Redux (3DS)Atlus, Role-Playing","24,600","119,936",30
13,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","24,138","18,042,117",183
14,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","23,750","6,205,424",27
15,"Kirby (NS)Nintendo, Platform","22,386","1,222,434",10
16,"Caligula Overdose (PS4)FuRyu Corporation, Role-Playing","19,321","19,321",1
17,"Call of Duty: WWII (PS4)Activision, Shooter","17,675","12,810,838",29
18,"Monster Hunter: World (PS4)Capcom, Action","16,995","4,124,483",17
19,"Assassin's Creed Origins (PS4)Ubisoft, Action","16,124","3,662,079",30
20,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","14,894","1,539,747",23
21,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","14,562","4,176,476",47
22,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","14,257","1,374,462",63
23,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","13,917","3,986,961",27
24,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","13,193","4,922,949",64
25,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","13,039","812,815",15
26,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","12,319","3,878,998",129
27,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure","12,081","477,209",9
28,"Conan Exiles (PS4)Maximum Games, Action-Adventure","11,627","56,291",2
29,"FIFA 18 (XOne)Electronic Arts, Sports","11,547","2,900,943",34
30,"Forza Horizon 3 (XOne)Microsoft Studios, Racing","11,487","3,714,810",86
31,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,55
32,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action",Pro,N/A,5
33,"Battle Chasers: Nightwar (NS)THQ Nordic, Role-Playing",Pro,N/A,1
34,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,27
35,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,36
36,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,183
37,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,31
38,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,34
39,"Destiny 2 (XOne)Activision, Shooter",Pro,N/A,37
40,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,38
41,"Jikkyou Powerful Pro Baseball 2018 (PS4)Konami Digital Entertainment, Sports",Pro,N/A,4
42,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,8
43,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,82
44,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,9
45,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,30
46,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,64
47,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,31
48,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,4
49,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,190
50,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,37
51,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,16
52,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,132
53,"A Way Out (XOne)Electronic Arts, Action",Pro,N/A,9
54,"Rocket League (NS)505 Games, Sports",Pro,N/A,18
55,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,36
56,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,15
57,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,35
58,"Middle-Earth: Shadow of War (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,32
59,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,28
60,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,29
61,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,27
62,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,338
63,"Middle-Earth: Shadow of War (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,32
64,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,9
65,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,183
66,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,65
67,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,17
68,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,84
69,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,10
70,"Marvel vs. Capcom: Infinite (PS4)Capcom, Fighting",Pro,N/A,35
71,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,129
72,"Conan Exiles (XOne)Maximum Games, Action-Adventure",Pro,N/A,2
73,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action",Pro,N/A,106
74,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter",Pro,N/A,63
75,"Rocket League (PS4)505 Games, Sports",Pro,N/A,100
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","228,907","3,611,035",4
2,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","124,658","458,307",2
3,"Far Cry 5 (PS4)Ubisoft, Action","104,829","3,065,744",7
4,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","65,040","8,171,377",55
5,"Far Cry 5 (XOne)Ubisoft, Action","50,812","1,324,964",7
6,"Conan Exiles (PS4)Maximum Games, Action-Adventure","44,664","44,664",1
7,"Super Mario Odyssey (NS)Nintendo, Platform","44,076","9,288,507",29
8,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","38,319","7,293,743",63
9,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","34,783","427,646",4
10,"Splatoon 2 (NS)Nintendo, Shooter","34,357","5,300,493",43
11,"Shantae: Half-Genie Hero (NS)Xseed Games, Platform","29,246","34,948",3
12,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","27,222","6,181,674",26
13,"FIFA 18 (PS4)Electronic Arts, Sports","25,701","11,175,765",33
14,"Kirby (NS)Nintendo, Platform","24,580","1,200,048",9
15,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","23,759","18,017,979",182
16,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","19,591","799,776",14
17,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","19,359","4,161,914",46
18,"Call of Duty: WWII (PS4)Activision, Shooter","18,764","12,793,163",28
19,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","18,650","3,973,044",26
20,"Monster Hunter: World (PS4)Capcom, Action","16,477","4,107,488",16
21,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","16,074","4,909,756",63
22,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action","16,071","144,568",4
23,"Conan Exiles (XOne)Maximum Games, Action-Adventure","15,642","15,642",1
24,"Jikkyou Powerful Pro Baseball 2018 (PS4)Konami Digital Entertainment, Sports","15,137","183,451",3
25,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","14,886","1,524,853",22
26,"Forza Horizon 3 (XOne)Microsoft Studios, Racing","14,095","3,703,323",85
27,"Assassin's Creed Origins (PS4)Ubisoft, Action","13,825","3,645,955",29
28,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","13,734","1,360,205",62
29,"NBA 2K18 (PS4)Take-Two Interactive, Sports","13,196","3,113,500",35
30,"Prey (2017) (PS4)Bethesda Softworks, Shooter","13,064","937,772",54
31,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,8
32,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,131
33,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter",Pro,N/A,128
34,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,8
35,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,30
36,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,8
37,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,26
38,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,63
39,"Rocket League (NS)505 Games, Sports",Pro,N/A,17
40,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,34
41,"A Way Out (XOne)Electronic Arts, Action",Pro,N/A,8
42,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,16
43,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,7
44,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,3
45,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,29
46,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy",Pro,N/A,37
47,"Yakuza 6 (PS4)Sega, Adventure",Pro,N/A,75
48,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,36
49,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,27
50,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,33
51,"Injustice 2 (PS4)Warner Bros. Interactive Entertainment, Fighting",Pro,N/A,52
52,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,30
53,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,182
54,"Pillars of Eternity (PS4)Paradox Interactive , Role-Playing",Pro,N/A,37
55,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,337
56,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,28
57,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,9
58,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,26
59,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,33
60,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,83
61,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,80
62,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,128
63,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,182
64,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,64
65,"NBA 2K18 (XOne)Take-Two Interactive, Sports",Pro,N/A,35
66,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,189
67,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,68
68,"Jikkyou Powerful Pro Baseball 2018 (PSV)Konami Digital Entertainment, Sports",Pro,N/A,3
69,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter",Pro,N/A,62
70,"Rocket League (PS4)505 Games, Sports",Pro,N/A,99
71,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,15
72,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,16
73,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,87
74,"Great Detective Pikachu (3DS)Nintendo, Adventure",Pro,N/A,8
75,"Overwatch (PS4)Activision, Shooter",Pro,N/A,103
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","339,866","3,382,128",3
2,"Donkey Kong Country: Tropical Freeze (NS)Nintendo, Platform","333,649","333,649",1
3,"Far Cry 5 (PS4)Ubisoft, Action","108,315","2,960,915",6
4,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","71,733","392,863",3
5,"Far Cry 5 (XOne)Ubisoft, Action","69,621","1,274,152",6
6,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","63,719","8,106,337",54
7,"Splatoon 2 (NS)Nintendo, Shooter","51,633","5,266,136",42
8,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","48,498","7,255,424",62
9,"Super Mario Odyssey (NS)Nintendo, Platform","45,015","9,244,431",28
10,"Kirby (NS)Nintendo, Platform","44,332","1,175,468",8
11,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","38,155","6,154,452",25
12,"Jikkyou Powerful Pro Baseball 2018 (PS4)Konami Digital Entertainment, Sports","37,995","168,314",2
13,"FIFA 18 (PS4)Electronic Arts, Sports","32,497","11,150,064",32
14,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action","25,706","128,497",3
15,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","22,897","17,994,220",181
16,"Monster Hunter: World (PS4)Capcom, Action","21,070","4,091,011",15
17,"Call of Duty: WWII (PS4)Activision, Shooter","20,596","12,774,399",27
18,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","19,185","4,142,555",45
19,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","18,980","3,954,394",25
20,"Jikkyou Powerful Pro Baseball 2018 (PSV)Konami Digital Entertainment, Sports","18,065","75,261",2
21,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","17,046","780,185",13
22,"1-2-Switch (NS)Nintendo, Party","16,804","1,927,365",62
23,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","16,559","4,893,682",62
24,"Yakuza 6 (PS4)Sega, Adventure","16,388","540,284",74
25,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","15,987","1,509,967",21
26,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","15,583","1,939,334",36
27,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","15,362","3,855,155",127
28,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing","14,735","466,183",7
29,"NBA 2K18 (PS4)Take-Two Interactive, Sports","14,001","3,100,304",34
30,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","13,638","1,346,471",61
31,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,7
32,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,7
33,"The Snack World: Trejarers Gold (NS)Level 5, Role-Playing",Pro,N/A,4
34,"Pokken Tournament (NS)Nintendo, Fighting",Pro,N/A,33
35,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,15
36,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,6
37,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,188
38,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,84
39,"WWE 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,29
40,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,25
41,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,181
42,"Rocket League (NS)505 Games, Sports",Pro,N/A,16
43,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,53
44,"PlayStation VR Worlds (PS4)Sony Interactive Entertainment, Misc",Pro,N/A,82
45,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,27
46,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,130
47,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,28
48,"FIFA 18 (NS)Electronic Arts, Sports",Pro,N/A,32
49,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,336
50,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,67
51,"Total War Saga: Thrones of Britannia (PC)Sega, Strategy",Pro,N/A,1
52,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,2
53,"Assassin's Creed Origins (XOne)Ubisoft, Action",Pro,N/A,28
54,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,29
55,"LEGO Marvel Super Heroes 2 (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,25
56,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,181
57,"Great Detective Pikachu (3DS)Nintendo, Adventure",Pro,N/A,7
58,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,35
59,"Pillars of Eternity (PS4)Paradox Interactive , Role-Playing",Pro,N/A,36
60,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,127
61,"Arms (NS)Nintendo, Fighting",Pro,N/A,47
62,"South Park: The Fractured But Whole (NS)Ubisoft, Role-Playing",Pro,N/A,2
63,"FIFA 18 (XOne)Electronic Arts, Sports",Pro,N/A,32
64,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter",Pro,N/A,79
65,"Attack on Titan 2 (NS)Tecmo Koei, Action",Pro,N/A,8
66,"NieR Automata (PS4)Square Enix, Role-Playing",Pro,N/A,63
67,"EA Sports UFC 3 (PS4)Electronic Arts, Sports",Pro,N/A,14
68,"Burnout Paradise Remastered (PS4)Electronic Arts, Racing",Pro,N/A,8
69,"A Way Out (XOne)Electronic Arts, Action",Pro,N/A,7
70,"Dragon Ball Fighter Z (XOne)Namco Bandai Games, Fighting",Pro,N/A,15
71,"Need for Speed: Payback (PS4)Electronic Arts, Racing",Pro,N/A,26
72,"Rocket League (PS4)505 Games, Sports",Pro,N/A,98
73,"Fallout 4 (XOne)Bethesda Softworks, Role-Playing",Pro,N/A,130
74,"Monster Hunter: World (XOne)Capcom, Action",Pro,N/A,15
75,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,86
1,"God of War (PS4) (PS4)Sony Interactive Entertainment, Action","780,846","3,042,262",2
2,"Far Cry 5 (PS4)Ubisoft, Action","153,884","2,852,600",5
3,"Jikkyou Powerful Pro Baseball 2018 (PS4)Konami Digital Entertainment, Sports","130,319","130,319",1
4,"Nintendo Labo: Toy-Con 01 Variety Kit (NS)Nintendo, Misc","117,920","321,130",2
5,"Far Cry 5 (XOne)Ubisoft, Action","61,743","1,204,531",5
6,"Jikkyou Powerful Pro Baseball 2018 (PSV)Konami Digital Entertainment, Sports","57,196","57,196",1
7,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","56,860","8,042,618",53
8,"Splatoon 2 (NS)Nintendo, Shooter","45,882","5,214,503",41
9,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","42,933","7,206,926",61
10,"Super Mario Odyssey (NS)Nintendo, Platform","42,508","9,199,416",27
11,"Kirby (NS)Nintendo, Platform","41,094","1,131,136",7
12,"Rick & Morty Virtual Rick-Ality (PS4)Nighthawk Interactive, Simulation","37,850","37,850",1
13,"Nintendo Labo: Toy-Con 02 Robot Kit (NS)Nintendo, Action","37,607","102,791",2
14,"Pokemon: Ultra Sun and Ultra Moon (3DS)Nintendo, Role-Playing","33,646","6,116,297",24
15,"FIFA 18 (PS4)Electronic Arts, Sports","33,071","11,117,567",31
16,"Yakuza 6 (PS4)Sega, Adventure","28,394","523,896",73
17,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","25,383","17,971,323",180
18,"South Park: The Fractured But Whole (NS)Ubisoft, Role-Playing","24,599","24,599",1
19,"Call of Duty: WWII (PS4)Activision, Shooter","22,751","12,753,803",26
20,"Monster Hunter: World (PS4)Capcom, Action","22,750","4,069,941",14
21,"Star Wars Battlefront II (2017) (PS4)Electronic Arts, Shooter","21,256","3,935,414",24
22,"Crash Bandicoot N. Sane Trilogy (PS4)Activision, Platform","21,229","4,123,370",44
23,"Utawarerumono: Chiriyukusha e no Komoriuta (PS4)Aqua Plus, Role-Playing","19,593","19,593",1
24,"MLB The Show 18 (PS4)Sony Interactive Entertainment, Sports","19,570","628,312",5
25,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","18,564","4,877,123",61
26,"Shadow of the Colossus (PS4)Sony Interactive Entertainment, Action-Adventure","17,111","763,139",12
27,"Resident Evil VII: Biohazard (PS4)Capcom, Action","16,893","2,801,546",66
28,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","16,549","3,839,793",126
29,"Mario + Rabbids Kingdom Battle (NS)Ubisoft, Strategy","16,537","1,923,751",35
30,"PlayerUnknown's Battlegrounds (XOne)Microsoft Studios, Shooter","16,517","1,493,980",20
31,"1-2-Switch (NS)Nintendo, Party",Pro,N/A,61
32,"Dragon's Crown Pro (PS4)Atlus, Role-Playing",Pro,N/A,1
33,"A Way Out (PS4)Electronic Arts, Action",Pro,N/A,6
34,"Assassin's Creed Origins (PS4)Ubisoft, Action",Pro,N/A,27
35,"Destiny 2 (PS4)Activision, Shooter",Pro,N/A,34
36,"NBA 2K18 (PS4)Take-Two Interactive, Sports",Pro,N/A,33
37,"The Elder Scrolls V: Skyrim (NS)Bethesda Softworks, Role-Playing",Pro,N/A,24
38,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,129
39,"Prey (2017) (PS4)Bethesda Softworks, Shooter",Pro,N/A,52
40,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,60
41,"Sea of Thieves (XOne)Microsoft Studios, Action-Adventure",Pro,N/A,6
42,"Ni no Kuni II: Revenant Kingdom (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,6
43,"Grand Theft Auto V (XOne)Take-Two Interactive, Action",Pro,N/A,180
44,"SD Gundam G Generation Genesis (NS)Namco Bandai Games, Strategy",Pro,N/A,1
45,"Dragon Ball Fighter Z (PS4)Namco Bandai Games, Fighting",Pro,N/A,14
46,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,79
47,"The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War (PS4)Falcom, Role-Playing",Pro,N/A,1
48,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,187
49,"Bravo Team VR (PS4)Sony Interactive Entertainment, Shooter",Pro,N/A,8
50,"The Snack World: Trejarers Gold (NS)Level 5, Role-Playing",Pro,N/A,3
51,"Rocket League (NS)505 Games, Sports",Pro,N/A,15
52,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,335
53,"Utawarerumono: Chiriyukusha e no Komoriuta (PSV)Aqua Plus, Role-Playing",Pro,N/A,1
54,"Call of Duty: WWII (XOne)Activision, Shooter",Pro,N/A,26
55,"Gran Turismo Sport (PS4)Sony Interactive Entertainment, Racing",Pro,N/A,28
