rank of the week,name,weekly sales,total sales,week after release
16,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","19,917","7,215,182",29
17,"NieR Automata (PS4)Square Enix, Role-Playing","18,751","696,623",13
18,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","18,727","6,401,215",131
19,"Persona 5 (PS4)Deep Silver, Role-Playing","18,263","914,594",36
20,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter","17,373","1,031,875",11
21,"Resident Evil VII: Biohazard (PS4)Capcom, Action","17,320","1,904,204",17
22,"Mario Kart (3DS)Nintendo, Racing","17,039","13,758,024",286
23,"Akiba's Beat (PS4)PQube, Action","16,362","27,914",23
24,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","15,772","2,679,676",77
25,"Overwatch (XOne)Activision, Shooter","15,199","1,715,560",52
26,"Akiba's Beat (PSV)PQube, Action","15,144","15,144",1
27,"Prey (2017) (XOne)Bethesda Softworks, Shooter","14,841","95,632",3
28,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","14,790","556,888",11
29,"1-2-Switch (NS)Nintendo, Party","14,565","576,665",12
30,"NBA 2K17 (PS4)Take-Two Interactive, Sports","13,451","3,209,966",36
31,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,11
32,"Forza Horizon 3 (XOne)Microsoft Studios, Racing",Pro,N/A,34
33,"Portal Knights (PS4)505 Games, Role-Playing",Pro,N/A,1
34,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,32
35,"Battlefield 1 (PS4)Electronic Arts, Shooter",Pro,N/A,31
36,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,81
37,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,12
38,"Monster Hunter Double Cross (3DS)Capcom, Action",Pro,N/A,10
39,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,36
40,"For Honor (PS4)Ubisoft, Action",Pro,N/A,14
41,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,25
42,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,138
43,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,25
44,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,9
45,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,30
46,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,27
47,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,34
48,"The Surge (XOne)Koch Media, Action",Pro,N/A,1
49,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,77
50,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,105
51,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,189
52,"Rocket League (PS4)505 Games, Sports",Pro,N/A,48
53,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,12
54,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,29
55,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,33
56,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,131
57,"The Legend of Zelda: Ocarina of Time (3DS)Nintendo, Action-Adventure",Pro,N/A,310
58,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,61
59,"LEGO Worlds (XOne)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,11
60,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,237
61,"Little Nightmares (PS4)Namco Bandai Games, Platform",Pro,N/A,4
62,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,7
63,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,7
64,"Dragon Ball Heroes: Ultimate Mission X (3DS)Namco Bandai Games, Misc",Pro,N/A,4
65,"Battlefield 1 (XOne)Electronic Arts, Shooter",Pro,N/A,31
66,"Madden NFL 17 (PS4)Electronic Arts, Sports",Pro,N/A,39
67,"Overwatch (PC)Activision, Shooter",Pro,N/A,52
68,"Yokai Watch 2 Ganso/Honke (3DS)Nintendo, Role-Playing",Pro,N/A,150
69,"Deus Ex: Mankind Divided (PS4)Square Enix, Role-Playing",Pro,N/A,39
70,"Mass Effect: Andromeda (XOne)Electronic Arts, Role-Playing",Pro,N/A,9
71,"Rocket League (XOne)505 Games, Sports",Pro,N/A,48
72,"MLB The Show 17 (PS4)Sony Interactive Entertainment, Sports",Pro,N/A,8
73,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,82
74,"Mario Sports Superstars (3DS)Nintendo, Sports",Pro,N/A,11
75,"Puyo Puyo Tetris (NS)Sega, Puzzle",Pro,N/A,12
1,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","165,599","1,766,755",3
2,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","105,637","2,799,228",11
3,"Prey (2017) (PS4)Bethesda Softworks, Shooter","61,897","183,476",2
4,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","46,718","13,790,670",26
5,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","41,899","1,950,874",10
6,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","40,322","14,823,579",130
7,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","36,801","2,672,167",11
8,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","30,505","9,119,975",53
9,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","25,982","7,195,265",28
10,"NieR Automata (PS4)Square Enix, Role-Playing","24,388","677,872",12
11,"Prey (2017) (XOne)Bethesda Softworks, Shooter","22,273","80,791",2
12,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter","21,569","1,014,502",10
13,"FIFA 17 (PS4)Electronic Arts, Sports","20,535","10,438,439",33
14,"1-2-Switch (NS)Nintendo, Party","18,262","562,100",11
15,"Overwatch (PS4)Activision, Shooter","18,132","3,028,574",51
16,"Persona 5 (PS4)Deep Silver, Role-Playing","17,350","896,331",35
17,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc","17,229","380,020",10
18,"NBA 2K17 (PS4)Take-Two Interactive, Sports","17,171","3,196,515",35
19,"Mario Kart (3DS)Nintendo, Racing","16,584","13,740,985",285
20,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","16,477","2,663,904",76
21,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","16,333","6,382,488",130
22,"Forza Horizon 3 (XOne)Microsoft Studios, Racing","16,221","2,327,216",33
23,"Monster Hunter Double Cross (3DS)Capcom, Action","16,043","1,519,035",9
24,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing","15,543","542,098",10
25,"Overwatch (XOne)Activision, Shooter","14,623","1,700,361",51
26,"Gears of War 4 (XOne)Microsoft Studios, Shooter","14,448","2,936,391",31
27,"Resident Evil VII: Biohazard (PS4)Capcom, Action","13,857","1,886,884",16
28,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure","13,622","974,835",11
29,"Battlefield 1 (PS4)Electronic Arts, Shooter","13,286","6,573,816",30
30,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing","13,230","2,384,573",29
31,"For Honor (PS4)Ubisoft, Action",Pro,N/A,13
32,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing",Pro,N/A,8
33,"Little Nightmares (PS4)Namco Bandai Games, Platform",Pro,N/A,3
34,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,24
35,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,35
36,"Dragon Ball Heroes: Ultimate Mission X (3DS)Namco Bandai Games, Misc",Pro,N/A,3
37,"Rocket League (PS4)505 Games, Sports",Pro,N/A,47
38,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,80
39,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,24
40,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,26
41,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,11
42,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,60
43,"Attack on Titan: Escape from Certain Death (3DS)Tecmo Koei, Adventure",Pro,N/A,1
44,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,76
45,"Puyo Puyo Tetris (NS)Sega, Puzzle",Pro,N/A,11
46,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,33
47,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,28
48,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,137
49,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,188
50,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,79
51,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,146
52,"Mario Sports Superstars (3DS)Nintendo, Sports",Pro,N/A,10
53,"LEGO Worlds (XOne)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,10
54,"Rocket League (XOne)505 Games, Sports",Pro,N/A,47
55,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,84
56,"Sniper: Ghost Warrior 3 (PS4)City Interactive, Shooter",Pro,N/A,3
57,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,32
58,"Yokai Watch 2 Ganso/Honke (3DS)Nintendo, Role-Playing",Pro,N/A,149
59,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,236
60,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,130
61,"The Last Guardian (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,23
62,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,6
63,"God of War III (PS4)Sony Computer Entertainment, Action",Pro,N/A,96
64,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,130
65,"The Legend of Zelda: Ocarina of Time (3DS)Nintendo, Action-Adventure",Pro,N/A,309
66,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,104
67,"Battlefield 1 (XOne)Electronic Arts, Shooter",Pro,N/A,30
68,"WWE 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,31
69,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,81
70,"Outlast Trinity (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,3
71,"Madden NFL 17 (PS4)Electronic Arts, Sports",Pro,N/A,38
72,"Titanfall 2 (PS4)Electronic Arts, Shooter",Pro,N/A,29
73,"New Super Mario Bros. 2 (3DS)Nintendo, Platform",Pro,N/A,251
74,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing",Pro,N/A,4
75,"Marvel's Guardians of the Galaxy: The Telltale Series (PS4)Warner Bros. Interactive Entertainment, Adventure",Pro,N/A,2
1,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","340,083","1,601,156",2
2,"Prey (2017) (PS4)Bethesda Softworks, Shooter","121,579","121,579",1
3,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","114,886","2,693,591",10
4,"Prey (2017) (XOne)Bethesda Softworks, Shooter","58,518","58,518",1
5,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","48,899","13,743,952",25
6,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","46,369","1,908,975",9
7,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","43,230","2,635,366",10
8,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","39,845","14,783,257",129
9,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","32,626","9,089,470",52
10,"Dragon Ball Heroes: Ultimate Mission X (3DS)Namco Bandai Games, Misc","32,329","129,109",2
11,"1-2-Switch (NS)Nintendo, Party","29,086","543,838",10
12,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","28,932","7,169,283",27
13,"Monster Hunter Double Cross (3DS)Capcom, Action","27,868","1,502,992",8
14,"Little Nightmares (PS4)Namco Bandai Games, Platform","27,523","99,173",2
15,"NieR Automata (PS4)Square Enix, Role-Playing","27,517","653,484",11
16,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter","24,271","992,933",9
17,"Sniper: Ghost Warrior 3 (PS4)City Interactive, Shooter","20,791","103,226",2
18,"Forza Horizon 3 (XOne)Microsoft Studios, Racing","20,102","2,310,995",32
19,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing","19,380","974,209",7
20,"FIFA 17 (PS4)Electronic Arts, Sports","19,239","10,417,904",32
21,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc","18,879","362,791",9
22,"Overwatch (PS4)Activision, Shooter","18,732","3,010,442",50
23,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","18,443","2,647,427",75
24,"Mario Kart (3DS)Nintendo, Racing","17,360","13,724,401",284
25,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","17,027","6,366,155",129
26,"Gears of War 4 (XOne)Microsoft Studios, Shooter","16,600","2,921,943",30
27,"Puyo Puyo Tetris (NS)Sega, Puzzle","16,546","94,882",10
28,"NBA 2K17 (PS4)Take-Two Interactive, Sports","16,230","3,179,344",34
29,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure","15,804","961,213",10
30,"Battlefield 1 (PS4)Electronic Arts, Shooter","15,626","6,560,530",29
31,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,28
32,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,34
33,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,9
34,"Overwatch (XOne)Activision, Shooter",Pro,N/A,50
35,"Final Fantasy XV (PS4)Square Enix, Role-Playing",Pro,N/A,23
36,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,15
37,"For Honor (PS4)Ubisoft, Action",Pro,N/A,12
38,"Mario Sports Superstars (3DS)Nintendo, Sports",Pro,N/A,9
39,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing",Pro,N/A,3
40,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,10
41,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,23
42,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,25
43,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,59
44,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,145
45,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,34
46,"Rocket League (PS4)505 Games, Sports",Pro,N/A,46
47,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,136
48,"LEGO Worlds (XOne)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,9
49,"Yokai Watch 2 Ganso/Honke (3DS)Nintendo, Role-Playing",Pro,N/A,148
50,"Sniper: Ghost Warrior 3 (XOne)City Interactive, Shooter",Pro,N/A,2
51,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,187
52,"Outlast Trinity (PS4)Warner Bros. Interactive Entertainment, Action",Pro,N/A,2
53,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,235
54,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,27
55,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,5
56,"Pro Baseball Famista Climax (3DS)Namco Bandai Games, Sports",Pro,N/A,3
57,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,31
58,"Marvel's Guardians of the Galaxy: The Telltale Series (PS4)Warner Bros. Interactive Entertainment, Adventure",Pro,N/A,1
59,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,83
60,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,129
61,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,129
62,"Mass Effect: Andromeda (XOne)Electronic Arts, Role-Playing",Pro,N/A,7
63,"Fallout 4 (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,78
64,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,79
65,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,32
66,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,80
67,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,75
68,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,103
69,"The Last Guardian (PS4)Sony Interactive Entertainment, Action-Adventure",Pro,N/A,22
70,"Rocket League (XOne)505 Games, Sports",Pro,N/A,46
71,"Little Nightmares (XOne)Namco Bandai Games, Platform",Pro,N/A,2
72,"New Super Mario Bros. 2 (3DS)Nintendo, Platform",Pro,N/A,250
73,"Dragon Quest Heroes II: Twin Kings and the Prophecy's End (PS4)Square Enix, Action",Pro,N/A,50
74,"WWE 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,30
75,"Minecraft (WiiU)Mojang, Misc",Pro,N/A,47
1,"Mario Kart 8 Deluxe (NS)Nintendo, Racing","1,261,073","1,261,073",1
2,"The Legend of Zelda: Breath of the Wild (NS)Nintendo, Action-Adventure","122,204","2,578,705",9
3,"Dragon Ball Heroes: Ultimate Mission X (3DS)Namco Bandai Games, Misc","96,780","96,780",1
4,"Sniper: Ghost Warrior 3 (PS4)City Interactive, Shooter","82,435","82,435",1
5,"Little Nightmares (PS4)Namco Bandai Games, Platform","71,650","71,650",1
6,"Tom Clancy's Ghost Recon Wildlands (PS4)Ubisoft, Shooter","58,145","1,862,606",8
7,"Pokemon Sun/Moon (3DS)Nintendo, Role-Playing","48,955","13,695,053",24
8,"Puyo Puyo Tetris (NS)Sega, Puzzle","47,125","78,336",9
9,"Horizon: Zero Dawn (PS4)Sony Interactive Entertainment, Action","46,101","2,592,136",9
10,"Sniper: Ghost Warrior 3 (XOne)City Interactive, Shooter","45,810","45,810",1
11,"Grand Theft Auto V (PS4)Take-Two Interactive, Action","37,819","14,743,412",128
12,"Uncharted (PS4) (PS4)Sony Interactive Entertainment, Action","34,115","9,056,844",51
13,"1-2-Switch (NS)Nintendo, Party","32,614","514,752",9
14,"Outlast Trinity (PS4)Warner Bros. Interactive Entertainment, Action","31,967","31,967",1
15,"Call of Duty: Infinite Warfare (PS4)Activision, Shooter","29,623","7,140,351",26
16,"NieR Automata (PS4)Square Enix, Role-Playing","28,236","625,967",10
17,"Tom Clancy's Ghost Recon Wildlands (XOne)Ubisoft, Shooter","27,964","968,662",8
18,"Monster Hunter Double Cross (3DS)Capcom, Action","26,800","1,475,124",7
19,"Dragon Quest Heroes II: Twin Kings and the Prophecy's End (PS4)Square Enix, Action","24,794","324,566",49
20,"Fire Emblem Echoes: Shadows of Valentia (3DS)Nintendo, Role-Playing","24,473","158,052",2
21,"Mass Effect: Andromeda (PS4)Electronic Arts, Role-Playing","24,196","954,829",6
22,"Overwatch (PS4)Activision, Shooter","22,184","2,991,710",49
23,"FIFA 17 (PS4)Electronic Arts, Sports","22,017","10,398,665",31
24,"Tom Clancy's Rainbow Six: Siege (PS4)Ubisoft, Shooter","20,508","2,628,984",74
25,"Little Nightmares (XOne)Namco Bandai Games, Platform","20,242","20,242",1
26,"LEGO Worlds (PS4)Warner Bros. Interactive Entertainment, Misc","19,768","343,912",8
27,"Dark Souls III (PS4)Namco Bandai Games, Role-Playing","19,373","1,905,158",58
28,"Forza Horizon 3 (XOne)Microsoft Studios, Racing","18,658","2,290,893",31
29,"Final Fantasy XV (PS4)Square Enix, Role-Playing","17,835","4,214,526",22
30,"Grand Theft Auto V (XOne)Take-Two Interactive, Action","17,403","6,349,128",128
31,"Gears of War 4 (XOne)Microsoft Studios, Shooter",Pro,N/A,29
32,"The Legend of Zelda: Breath of the Wild (WiiU)Nintendo, Action-Adventure",Pro,N/A,9
33,"Overwatch (XOne)Activision, Shooter",Pro,N/A,49
34,"Resident Evil VII: Biohazard (PS4)Capcom, Action",Pro,N/A,14
35,"Mario Kart (3DS)Nintendo, Racing",Pro,N/A,283
36,"Super Bomberman R (NS)Konami Digital Entertainment, Puzzle",Pro,N/A,9
37,"NBA 2K17 (PS4)Take-Two Interactive, Sports",Pro,N/A,33
38,"For Honor (PS4)Ubisoft, Action",Pro,N/A,11
39,"Battlefield 1 (PS4)Electronic Arts, Shooter",Pro,N/A,28
40,"Pro Baseball Famista Climax (3DS)Namco Bandai Games, Sports",Pro,N/A,2
41,"Kingdom Hearts 1.5 + 2.5 Remix (PS4)Square Enix, Role-Playing",Pro,N/A,8
42,"Persona 5 (PS4)Deep Silver, Role-Playing",Pro,N/A,33
43,"Yokai Watch 2 Ganso/Honke (3DS)Nintendo, Role-Playing",Pro,N/A,147
44,"LEGO Worlds (XOne)Warner Bros. Interactive Entertainment, Misc",Pro,N/A,8
45,"MineCraft (PS4)Sony Computer Entertainment, Misc",Pro,N/A,135
46,"Call of Duty: Infinite Warfare (XOne)Activision, Shooter",Pro,N/A,26
47,"Super Mario Maker (3DS)Nintendo, Platform",Pro,N/A,22
48,"The Last of Us (PS4)Sony Computer Entertainment, Action-Adventure",Pro,N/A,144
49,"Mass Effect: Andromeda (XOne)Electronic Arts, Role-Playing",Pro,N/A,6
50,"Watch Dogs 2 (PS4)Ubisoft, Action",Pro,N/A,24
51,"Rocket League (PS4)505 Games, Sports",Pro,N/A,45
52,"Mario Sports Superstars (3DS)Nintendo, Sports",Pro,N/A,8
53,"LEGO City Undercover (PS4)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,4
54,"Puyo Puyo Tetris (PS4)Sega, Puzzle",Pro,N/A,126
55,"The Elder Scrolls V: Skyrim (PS4)Bethesda Softworks, Role-Playing",Pro,N/A,27
56,"MineCraft (XOne)Microsoft Studios, Misc",Pro,N/A,128
57,"PokÃÂ©mon X/Y (3DS)Nintendo, Role-Playing",Pro,N/A,186
58,"Mafia III (PS4)Take-Two Interactive, Action-Adventure",Pro,N/A,30
59,"Call of Duty: Black Ops 3 (PS4)Activision, Shooter",Pro,N/A,78
60,"Yooka-Laylee (PS4)Sold Out, Platform",Pro,N/A,3
61,"Tom Clancy's Rainbow Six: Siege (XOne)Ubisoft, Shooter",Pro,N/A,74
62,"The Witcher 3: Wild Hunt (PS4)Namco Bandai Games, Role-Playing",Pro,N/A,102
63,"NBA 2K17 (XOne)Take-Two Interactive, Sports",Pro,N/A,33
64,"Outlast Trinity (XOne)Warner Bros. Interactive Entertainment, Action",Pro,N/A,1
65,"Sniper: Ghost Warrior 3 (PC)City Interactive, Shooter",Pro,N/A,1
66,"Pokemon Omega Ruby/Pokemon Alpha Sapphire (3DS)Nintendo, Role-Playing",Pro,N/A,128
67,"Gun Gun Pixies (PSV)Compile Heart, Adventure",Pro,N/A,1
68,"LEGO City Undercover (NS)Warner Bros. Interactive Entertainment, Platform",Pro,N/A,4
69,"Halo 5: Guardians (XOne)Microsoft Studios, Shooter",Pro,N/A,79
70,"FIFA 17 (XOne)Electronic Arts, Sports",Pro,N/A,31
71,"Uncharted: The Nathan Drake Collection (PS4)Sony Computer Entertainment, Action",Pro,N/A,82
72,"For Honor (XOne)Ubisoft, Action",Pro,N/A,11
73,"Animal Crossing: New Leaf (3DS)Nintendo, Simulation",Pro,N/A,234
74,"The Sims 4 (PC)Electronic Arts, Simulation",Pro,N/A,139
75,"Period Cube: Torikago no Amadeus (PSV)Idea Factory, Simulation",Pro,N/A,50
